imdb_title_id;title;original_title;year;date_published;genre;duration;country;language;director;writer;production_company;actors;description;avg_vote;votes;reviews_from_users;reviews_from_critics
tt0026973;La sposa nell'ombra;The Secret Bride;1934;12/22/1934;Drama;64;USA;English;William Dieterle;Leonard Ide, Tom Buckingham;Warner Bros.;Barbara Stanwyck, Warren William, Glenda Farrell, Grant Mitchell, Arthur Byron, Henry O'Neill, Douglass Dumbrille, Arthur Aylesworth, Willard Robertson, William B. Davidson, Russell Hicks, Vince Barnett;Before Ruth Vincent, daughter of a state governor, and state attorney general Robert Sheldon can announce their marriage, the governor is accused of bribe-taking. To avoid the appearance of...;6.2;424;12;6
tt0026984;Il domatore di donne;She Couldn't Take It;1935;10/08/1935;Comedy;77;USA;English;Tay Garnett;Oliver H.P. Garrett, Gene Towne;Columbia Pictures;George Raft, Joan Bennett, Walter Connolly, Billie Burke, Lloyd Nolan, Wallace Ford, James Blakeley, Alan Mowbray, William Tannen, Donald Meek;The wealthy Van Dyke family are constantly in the media for outrageous behavior, much to the frustration of patriarch Dan Van Dyke. His self-centered, bubble-headed wife has a fondness for ...;6.6;110;5;3
tt0027018;La rosa del sud;So Red the Rose;1935;12/20/1935;Drama;82;USA;English;King Vidor;Maxwell Anderson, Edwin Justus Mayer;Paramount Pictures;Margaret Sullavan, Walter Connolly, Randolph Scott, Janet Beecher, Elizabeth Patterson, Robert Cummings, Harry Ellerbe, Dickie Moore, Charles Starrett, Johnny Downs, Daniel L. Haynes, Clarence Muse, James Burke, Warner Richmond, Alfred Delcambre;SO RED THE ROSE is King Vidor's quietly affecting Civil War romance, starring Margaret Sullavan as a Southern aristocrat, the mistress of a Southern plantation, whose sheltered life is torn...;6.3;145;7;2
tt0027020;La carne e l'anima;Society Doctor;1935;1/25/1935;Drama;67;USA;English;George B. Seitz;Michael Fessier, Samuel Marx;Metro-Goldwyn-Mayer (MGM);Chester Morris, Robert Taylor, Virginia Bruce, Billie Burke, Raymond Walburn, Henry Kolker, Dorothy Peterson, William Henry, Mary Jo Mathews, Robert McWade, Donald Meek, Louise Henry, Johnny Hines, Addison Richards, Bobby Watson;"A doctor is fired for breaking the rules and operating on a man with a case of appendicitis. This leads him to start thinking about setting up his own private practice for the ""society"" set.";6;153;10;5
tt0027139;Tumbling Tumbleweeds;Tumbling Tumbleweeds;1935;9/05/1935;Western;61;USA;English;Joseph Kane;Alan Ludwig, Ford Beebe;Republic Pictures (I);Gene Autry, Smiley Burnette, Lucile Browne, George 'Gabby' Hayes, Norma Taylor, Edward Hearn, Eugene Jackson, Jack Rockwell, George Chesebro, Frankie Marvin;After a five year absence Gene returns home to find his father murdered and his boyhood pal accused of the dastardly deed.;6.4;112;6;1
tt0027166;Vanessa, Her Love Story;Vanessa, Her Love Story;1935;3/01/1935;Drama;74;USA;English;William K. Howard;Lenore J. Coffee, Lenore J. Coffee;Metro-Goldwyn-Mayer (MGM);Robert Montgomery, Helen Hayes, May Robson, Otto Kruger, Lewis Stone, Henry Stephenson, Violet Kemble Cooper, Donald Crisp, Agnes Anderson, Lionel Belmore, George K. Arthur, Jessie Ralph, Lawrence Grant, Crauford Kent, Howard Leeds;The only person that Vanessa wants to marry is Benjamin and they are finally engaged. When a fire sweeps through her fathers house, Benjie is able to save Vanessa, but he cannot save her ...;5.9;153;9;1
tt0027196;Aquile;West Point of the Air;1935;7/30/1935;Drama;89;USA;English;Richard Rosson;Frank Wead, Arthur J. Beckhard;Metro-Goldwyn-Mayer (MGM);Wallace Beery, Robert Young, Lewis Stone, Maureen O'Sullivan, Russell Hardie, Rosalind Russell, James Gleason, Henry Wadsworth, Robert Taylor, Robert Livingston, Frank Conroy, G. Pat Collins, Ronnie Cosby, Bobby Caldwell, Marilyn Spinner;A father and son aviation drama, in which a gruff sergeant wants to make a man and a flyer out of his young son.;5.9;196;5;3
tt0027207;The White Cockatoo;The White Cockatoo;1935;1/29/1935;Mystery;73;USA;English;Alan Crosland;Ben Markson, Lillie Hayward;Warner Bros.;Jean Muir, Ricardo Cortez, Ruth Donnelly, Minna Gombell, Walter Kingsford, John Eldredge, Gordon Westcott, Addison Richards, Pauline Garon, Arnaud de Bordes, Ben Hewlett, AndrÃ© Cheron, Georges Renavent, Noel Francis;Sue Tally waits for a brother she hasn't seen in twenty years to meet her in a French hotel. By proving her identity, she'll share in a $2,000,000 inheritance. But others are anxious to get...;6.4;105;7;3
tt0027228;The Woman in Red;The Woman in Red;1935;2/16/1935;Drama;68;USA;English;Robert Florey;Wallace Irwin, Mary C. McCall Jr.;First National Pictures;Barbara Stanwyck, Gene Raymond, Genevieve Tobin, John Eldredge, Phillip Reed, Dorothy Tree, Russell Hicks, Nella Walker, Claude Gillingwater, Doris Lloyd, Hale Hamilton, Edward Van Sloan, Forrester Harvey, Bill Elliott, Frederick Vogeding;A polo player's wife becomes the mystery woman in a Long Island horsy-set murder trial.;6.2;536;9;4
tt0027250;Absolute Quiet;Absolute Quiet;1936;4/24/1936;Drama;70;USA;English;George B. Seitz;Harry Clork, George F. Worts;Metro-Goldwyn-Mayer (MGM);Lionel Atwill, Irene Hervey, Raymond Walburn, Stuart Erwin, Ann Loring, Louis Hayward, Wallace Ford, Bernadene Hayes, Robert Gleckler, Harvey Stephens, J. Carrol Naish, Matt Moore, Robert Livingston;Businessman Gerald Axton goes to his ranch to rest, having had a near-heart-attack due to business worries. But while there (with his female assistant who makes his heart flutter as much as...;6.1;270;13;5
tt0027345;Nemico amato;Beloved Enemy;1936;19/04/1905;Drama;90;USA;English;H.C. Potter;John L. Balderston, Rose Franken;The Samuel Goldwyn Company;Merle Oberon, Brian Aherne, Karen Morley, Henry Stephenson, David Niven, Jerome Cowan, Donald Crisp, Ronald Sinclair, Granville Bates, P.J. Kelly, Leo McCabe, Pat O'Malley, Jack Mulhall, Claude King, Wyndham Standing;In 1921, Irish rebels launch an uprising with the aim of creating an Irish republic, independent of the United Kingdom of Great Britain and Ireland. One of the rebellion's leaders and a ...;6.3;277;13;4
tt0027415;Il falco nero;Call of the Prairie;1936;3/06/1936;Western;63;USA;English;Howard Bretherton;Clarence E. Mulford, Doris Schroeder;Harry Sherman Productions;William Boyd, James Ellison, Muriel Evans, George 'Gabby' Hayes, Chester Conklin, Al Bridge, Willie Fung, Howard Lang, Hank Mann, Al Hill, Jim Mason, John Merton, Chill Wills and His Avalon Boys;Hoppy has to bust up a gang of outlaws with the help of his sidekicks Shanghai and Johnny. As usual, he walks through the fusillade unscathed.;6.9;141;7;1
tt0027440;Il pugnale scomparso;Charlie Chan at the Opera;1936;1/08/1937;Mystery;68;USA;English;H. Bruce Humberstone;Scott Darling, Charles Belden;Twentieth Century Fox;Warner Oland, Boris Karloff, Keye Luke, Charlotte Henry, Thomas Beck, Margaret Irving, Gregory Gaye, Nedda Harrigan, Frank Conroy, Guy Usher, William Demarest, Maurice Cass, Tom McGuire;A dangerous amnesiac escapes from an asylum, hides in the opera house, and is suspected of getting revenge on those who tried to murder him 13 years ago.;7.3;1924;38;15
tt0027445;Ali sulla Cina;China Clipper;1936;8/22/1936;Drama;88;USA;English;Ray Enright;Frank Wead;Warner Bros.;Pat O'Brien, Beverly Roberts, Ross Alexander, Humphrey Bogart, Marie Wilson, Joseph Crehan, Joe King, Addison Richards, Ruth Robinson, Henry B. Walthall, Carlyle Moore Jr., Lyle Moraine, Dennis Moore, Wayne Morris, Alexander Cross;Dave Logan takes his regional Pan American airline and with vision and sometimes ruthless determination establishes pan-American and trans-Pacific routes.;6.3;492;14;5
tt0027470;Country Gentlemen;Country Gentlemen;1936;11/09/1936;Comedy;66;USA;English;Ralph Staub;Joseph Hoffman, Gertrude Orr;Republic Pictures (I);Ole Olsen, Chic Johnson, Joyce Compton, Lila Lee, Pierre Watkin, Donald Kirke, Ray Corrigan, Sammy McKim, Wade Boteler, Ivan Miller, Olin Howland, Frank Sheridan, Harry Harvey, Joe Cunningham, Prince;McAllister (;5.2;110;8;1
tt0027474;La moglie di Craig;Craig's Wife;1936;9/25/1936;Drama;73;USA;English;Dorothy Arzner;Mary C. McCall Jr., George Kelly;Columbia Pictures;Rosalind Russell, John Boles, Billie Burke, Jane Darwell, Dorothy Wilson, Alma Kruger, Thomas Mitchell, Raymond Walburn, Elisabeth Risdon, Robert Allen, Nydia Westman, Kathleen Burke;A domineering woman marries a wealthy man for his money, and then uses her position to further her own ambitions for money and power.;7.2;813;31;9
tt0027562;L'irresistibile;Earthworm Tractors;1936;12/17/1936;Comedy;69;USA;English;Ray Enright;Richard Macaulay, Joe Traub;Warner Bros.;Joe E. Brown, June Travis, Guy Kibbee, Dick Foran, Carol Hughes, Gene Lockhart, Olin Howland, Joseph Crehan, Rosalind Marquis, Charles C. Wilson, William B. Davidson, Irving Bacon, Stuart Holmes;Alexander Botts is a self-described natural born salesman and master mechanic, who is trying to make a big sale of Earthworm tractors to grouchy lumberman Johnson. Since Botts doesn't ...;6.3;379;13;2
tt0027594;Fuoco liquido;Exclusive Story;1936;1/17/1936;Drama;73;USA;English;George B. Seitz;Michael Fessier, Martin Mooney;Metro-Goldwyn-Mayer (MGM);Franchot Tone, Madge Evans, Stuart Erwin, Joseph Calleia, Robert Barrat, J. Farrell MacDonald, Louise Henry, Margaret Irving, Wade Boteler, Charles Trowbridge, William Henry, Raymond Hatton, J. Carrol Naish;Exclusive Story is a 1936 American drama film directed by George B. Seitz and written by Michael Fessier. The film stars Franchot Tone, Madge Evans, Stuart Erwin, Joseph Calleia, Robert Barrat and J. Farrell MacDonald.;6.2;149;7;5
tt0027624;Rocket Ship;Rocket Ship;1936;3/05/1938;Sci-Fi;72;USA;English;Ford Beebe, Robert F. Hill;Alex Raymond, Ella O'Neill;Universal Pictures;Buster Crabbe, Jean Rogers, Charles Middleton, Priscilla Lawson, Frank Shannon, Richard Alexander, Jack 'Tiny' Lipson, James Pierce, Theodore Lorch, Earl Askam, Richard Tucker, George Cleveland, Lynton Brent, Lane Chandler, William Desmond;Flash Gordon, Dale Arden and Dr. Alexis Zarkov visit the planet Mongo to thwart the evil schemes of Emperor Ming the Merciless, who has set his planet on a collision course with Earth.;6.7;540;5;2
tt0027684;Go West Young Man;Go West Young Man;1936;11/18/1936;Comedy;82;USA;English;Henry Hathaway;Lawrence Riley, Mae West;Emanuel Cohen Productions;Mae West, Warren William, Randolph Scott, Alice Brady, Elizabeth Patterson, Lyle Talbot, Isabel Jewell, Margaret Perry, Etienne Girardot, Maynard Holmes, John Indrisano, Alyce Ardell, Nick Stewart, Charles Irwin, Walter Walker;A movie star, stranded in the country, trifles with a young man's affections.;6.5;475;15;5
tt0027700;The Green Pastures;The Green Pastures;1936;8/01/1936;Drama;93;USA;English;Marc Connelly, William Keighley;Roark Bradford, Marc Connelly;Warner Bros.;Rex Ingram, Oscar Polk, Eddie 'Rochester' Anderson, Frank H. Wilson, George Reed, Abraham Gleaves, Myrtle Anderson, Al Stokes, Edna Mae Harris, James Fuller, George Randol, Ida Forsyne, Ray Martin, Charles Andrews, Dudley Dickerson;God, heaven, and several Old Testament stories, including the Creation and Noah's Ark, are described supposedly using the perspective of rural, black Americans.;6.8;730;29;20
tt0027725;Heart of the West;Heart of the West;1936;2/24/1936;Western;63;USA;English;Howard Bretherton;Clarence E. Mulford, Doris Schroeder;Harry Sherman Productions;William Boyd, James Ellison, George 'Gabby' Hayes, Sidney Blackmer, Lynn Gabriel, Fred Kohler, Warner Richmond, Jack Rutherford, Walter Miller, Charles Martin, Ted Adams, Robert McKenzie;Ranch owner Sally Jordan is engaged in a fence war with rancher Big John Trumbull. Hoppy and Johnny, along with trusty sidekick Windy, side with Sally Jordan. They control a huge cattle stampede by using dynamite.;6.9;137;7;1
tt0027805;L'isola della furia;Isle of Fury;1936;10/10/1936;Adventure;60;USA;English;Frank McDonald;Robert Hardy Andrews, William Jacobs;Warner Bros.;Humphrey Bogart, Margaret Lindsay, Donald Woods, E.E. Clive, Paul Graetz, Gordon Hart, George Regas, Sidney Bracey, Tetsu Komai, Miki Morita, Houseley Stevenson, Frank Lackteen;In the South Seas, Val Stevens and Lucille Gordon are getting married when a ship goes down offshore. Val rescues Captain Deever and passenger Eric Blacke. Later Eric saves Val from an ...;5.5;474;16;2
tt0027849;Il re dei Pecos;King of the Pecos;1936;3/09/1936;Western;54;USA;English;Joseph Kane;Bernard McConville, Dorrell McGowan;Paul Malvern Productions;John Wayne, Muriel Evans, Cy Kendall, Jack Rube Clifford, Arthur Aylesworth, Herbert Heywood, J. Frank Glendon, Edward Hearn, John Beck, Mary MacLaren, Bradley Metcalfe, Yakima Canutt;Texas cattle baron Stiles killed John Clayborn's parents ten years earlier. Now a lawyer, Clayborn tries legally to break up Stiles' water monopoly and rustling operation. When that fails he must use force.;6;348;10;8
tt0027908;La bisbetica innamorata;Love Before Breakfast;1936;3/09/1936;Comedy;70;USA;English;Walter Lang;Herbert Fields, Faith Baldwin;Universal Pictures;Carole Lombard, Preston Foster, Cesar Romero, Janet Beecher, Betty Lawford, Richard Carle, Forrester Harvey, Joyce Compton, Bert Roach, Diana Gibson;A rich businessman stalks another man's fiancÃ©e.;6.4;643;18;9
tt0027969;La via lattea;The Milky Way;1936;2/07/1936;Comedy;89;USA;English;Leo McCarey, Ray McCarey;Grover Jones, Frank Butler;Paramount Pictures;Harold Lloyd, Adolphe Menjou, Verree Teasdale, Helen Mack, William Gargan, George Barbier, Dorothy Wilson, Lionel Stander, Charles Lane, Marjorie Gateson;Timid milkman, Burleigh Sullivan (Lloyd), somehow knocks out a boxing champ in a brawl. The fighter's manager decides to build up the milkman's reputation in a series of fixed fights and ...;6.6;1471;27;15
tt0027979;Nel mondo della Luna;The Moon's Our Home;1936;4/10/1936;Comedy;80;USA;English;William A. Seiter;Faith Baldwin, Alan Campbell;Walter Wanger Productions;Margaret Sullavan, Henry Fonda, Charles Butterworth, Beulah Bondi, Henrietta Crosman, Walter Brennan, Dorothy Stickney, Brandon Hurst, Lucien Littlefield, Margaret Hamilton, Spencer Charters, Margaret Fielding, Grace Hayle, Monte Vandergrift, Richard Powell;A comedy about marriage and everything relating to it. New York novelist Henry Fonda meets up with an actress, Margaret Sullavan, and the two date and later marry, though neither knows of ...;6.7;224;8;2
tt0028002;The Murder of Dr. Harrigan;The Murder of Dr. Harrigan;1936;1/11/1936;Mystery;67;USA;English;Frank McDonald;Peter Milne, Sy Bartlett;First National Pictures;Ricardo Cortez, Kay Linaker, John Eldredge, Mary Astor, Joseph Crehan, Frank Reicher, Anita Kerry, Phillip Reed, Robert Strange, Mary Treen, Bill Elliott, Don Barclay, Johnny Arthur, Joan Blair;The head of a drug company mysteriously disappears, after taking credit for a new anesthetic that actually resulted from the work of several doctors, and his surgeon is found strangely murdered by a surgical instrument.;5.7;227;15;2
tt0028070;Allegri gemelli;Our Relations;1936;10/30/1936;Comedy;71;USA;English, Arabic;Harry Lachman;W.W. Jacobs, Richard Connell;Hal Roach Studios;Stan Laurel, Oliver Hardy, Alan Hale, Sidney Toler, Daphne Pollard, Betty Brown, James Finlayson, Iris Adrian, Lona Andre, Ralf Harolde, Noel Madison, Arthur Housman;Two pairs of long-lost twin brothers experience high jinks involving a valuable ring, cases of mistaken identity, and gangsters.;7.4;2733;30;10
tt0028112;L'aratro e le stelle;The Plough and the Stars;1936;12/26/1936;Drama;72;USA;English;John Ford;Dudley Nichols, Sean O'Casey;RKO Radio Pictures;Barbara Stanwyck, Preston Foster, Barry Fitzgerald, Denis O'Dea, Eileen Crowe, F.J. McCormick, Una O'Connor, Arthur Shields, Moroni Olsen, J.M. Kerrigan, Bonita Granville, Erin O'Brien-Moore, Neil Fitzgerald, Robert Homans, Brandon Hurst;A husband clashes with his wife over his membership to the Irish citizen army.;5.7;413;12;4
tt0028120;Poppy;Poppy;1936;6/19/1936;Comedy;73;USA;English, French;A. Edward Sutherland;Waldemar Young, Virginia Van Upp;Paramount Pictures;W.C. Fields, Rochelle Hudson, Richard Cromwell, Catherine Doucet, Lynne Overman, Granville Bates, Maude Eburne, Bill Wolfe, Adrian Morris, Rosalind Keith, Ralph Remley;Carny con artist and snake-oil salesman Eustace McGargle tries to stay one step ahead of the sheriff but is completely devoted to his beloved daughter Poppy.;6.7;618;17;8
tt0028181;Ride, Ranger, Ride;Ride, Ranger, Ride;1936;9/30/1936;Western;63;USA;English;Joseph Kane;Dorrell McGowan, Stuart E. McGowan;Republic Pictures (I);Gene Autry, Smiley Burnette, Kay Hughes, Monte Blue, George J. Lewis, Max Terhune, Robert Homans, Lloyd Whitlock, Chief Thundercloud, The Tennessee Ramblers;Gene is a Texas Ranger working under cover to protect an Army wagon train full of ammunition and supplies. The Army doesn't believe him at first, until the Commanches arrive.;5.1;145;10;3
tt0028190;Road Gang;Road Gang;1936;3/28/1936;Drama;61;USA;English;Louis King;Abem Finkel, Harold Buckley;Warner Bros.;Donald Woods, Kay Linaker, Carlyle Moore Jr., Joseph Crehan, Henry O'Neill, Joe King, Addison Richards, Charles Middleton, Olin Howland, William B. Davidson, Harry Cording, Marc Lawrence, Eddie Shubert, Edward Van Sloan, Ben Hendricks Jr.;Jim Larrabie and Bob Gordon, two reporters, are sent to prison on bogus charges after exposing the corrupt practices of J.W. Moett and Dudley. The two suffer extreme cruelty due to the sadistic behavior of the warden and guards.;6.3;160;11;3
tt0028200;The Rogues' Tavern;The Rogues' Tavern;1936;6/04/1936;Mystery;70;USA;English;Robert F. Hill;Al Martin;Mercury Pictures Corporation;Wallace Ford, Barbara Pepper, Joan Woodbury, Clara Kimball Young, Jack Mulhall, John Elliott, Earl Dwire, John Cowell, Vincent Dennis, Arthur Loft, Ivo Henderson, Ed Cassidy, Silver Wolf;A mad killer is on the loose in a hotel on a dark, gloomy night.;5.2;376;21;6
tt0028270;Quartieri di lusso;Smartest Girl in Town;1936;11/27/1936;Comedy;58;USA;English;Joseph Santley;Viola Brothers Shore, Muriel Scheck;RKO Radio Pictures;Gene Raymond, Ann Sothern, Helen Broderick, Eric Blore, Erik Rhodes, Harry Jans;Modeling furs has given our heroine Cookie a taste for them, so she's determined to marry a rich man. Scheduled to meet a male model aboard a yacht, she meets the yacht's rich owner Dick ...;6.4;247;7;2
tt0028286;Sons o' Guns;Sons o' Guns;1936;5/30/1936;Comedy;82;USA;English, French;Lloyd Bacon;Jerry Wald, Julius J. Epstein;Warner Bros.;Joe E. Brown, Joan Blondell, Beverly Roberts, Eric Blore, Craig Reynolds, Wini Shaw, Joe King, Robert Barrat, G.P. Huntley, Frank Mitchell, Bert Roach, David Worth, Hans Joby, Michael Mark, Otto Fries;Broadway star Jimmy Canfield stars in a patriotic show on the great white way during WWI. He plays the heroic soldier, but he is doesn't want to join the Army. To evade some troubles with ...;5.9;187;5;2
tt0028330;Il mio amore eri tu;Suzy;1936;7/20/1936;Drama;93;USA;English, German, French;George Fitzmaurice;Dorothy Parker, Alan Campbell;Metro-Goldwyn-Mayer (MGM);Jean Harlow, Franchot Tone, Cary Grant, Lewis Stone, Benita Hume, Reginald Mason, Inez Courtney, Greta Meyer, David Clyde, Christian Rub, George Spelvin, Una O'Connor, Theodore von Eltz, Dennis Morgan;Believing a German spy has killed her new husband, a struggling chorus girl flees to Paris where she meets and marries a World War I pilot, whose carefree ways brings about unexpected results.;6.4;1246;22;10
tt0028353;Thank You, Jeeves!;Thank You, Jeeves!;1936;1/01/1937;Comedy;57;USA;English;Arthur Greville Collins;Joseph Hoffman, Stephen Gross;Twentieth Century Fox;Arthur Treacher, Virginia Field, David Niven, Lester Matthews, Colin Tapley, John Graham Spacey, Ernie Stanton, Gene Reynolds, Douglas Walton, Willie Best;Erudite manservant Jeeves hopes to keep his frivolous employer Bertie out of new harrowing adventures, but a damsel in distress, carrying half of some mysterious plans, intrudes on their ...;6.4;216;11;3
tt0028371;Three Men on a Horse;Three Men on a Horse;1936;11/21/1936;Comedy;86;USA;English;Mervyn LeRoy;Laird Doyle, John Cecil Holm;Warner Bros.;Frank McHugh, Joan Blondell, Guy Kibbee, Carol Hughes, Allen Jenkins, Sam Levene, Teddy Hart, Edgar Kennedy, Paul Harvey, Eddie 'Rochester' Anderson, Virginia Sale, Harry Davenport, Ottola Nesmith, Eily Malyon;A meek salesman with an uncanny ability to pick horses is virtually kidnapped by a trio of gamblers.;6.7;427;14;5
tt0028455;Valiant Is the Word for Carrie;Valiant Is the Word for Carrie;1936;10/02/1936;Drama;110;USA;English;Wesley Ruggles;Barry Benefield, Claude Binyon;Paramount Pictures;Gladys George, Arline Judge, John Howard, Dudley Digges, Harry Carey, Isabel Jewell, Jackie Moran, Charlene Wyatt, John Wray, William Collier Sr., Hattie McDaniel, Lew Payton, Maude Eburne, Grady Sutton, Janet Young;Gladys George, a superlative actress often wasted in secondary roles, carries her starring assignment in Valiant is the Word for Carrie with singular brilliance. George plays the town ...;6.2;161;2;1
tt0028471;The Voice of Bugle Ann;The Voice of Bugle Ann;1936;2/15/1936;Drama;72;USA;English;Richard Thorpe;Harvey Gates, Samuel Hoffenstein;Metro-Goldwyn-Mayer (MGM);Lionel Barrymore, Maureen O'Sullivan, Eric Linden, Dudley Digges, Spring Byington, Charley Grapewin, Henry Wadsworth, William Newell, James Macklin, Jonathan Hale, Frederick Burton;The countrymen in the hills of Missouri take the hounds on night fox hunts. This goes on until Jacob Terry comes into the county and decides to raise sheep and install a woven wire fence. ...;6.8;202;17;3
tt0028568;All Over Town;All Over Town;1937;9/08/1937;Comedy;63;USA;English;James W. Horne;Jack Townley, Jerome Chodorov;Republic Pictures (I);Ole Olsen, Chic Johnson, Mary Howard, Harry Stockwell, Franklin Pangborn, James Finlayson, Eddie Kane, Stanley Fields, D'Arcy Corrigan, Lew Kelly, John Sheehan, Earle Hodgins, Gertrude Astor, Blanche Payson, Otto Hoffman;Two zanies try to stage a show in a theater that has a reputation for being being jinxed.;5.3;129;11;1
tt0028589;Assassin of Youth;Assassin of Youth;1938;2/23/1938;Drama;80;USA;English;Elmer Clifton;Charles A. Browne, Elmer Clifton;BCM Roadshow Productions;Luana Walters, Arthur Gardner, Dorothy Short, Earl Dwire, Fern Emmett, Henry Roquemore, Fay McKenzie, Michael Owen, Dorothy Vaughan, Hudson Faucett, Gay Sheridan, Edwin Johnson;A high-school girl gets involved with a ring of teenage marijuana smokers and starts down the road to ruin. A reporter poses as a soda jerk to infiltrate the gang of teen dope fiends.;4.6;340;17;8
tt0028603;The Man Who Found Himself;The Man Who Found Himself;1937;4/02/1937;Drama;67;USA;English;Lew Landers;J. Robert Bren, Edmund L. Hartmann;RKO Radio Pictures;John Beal, Joan Fontaine, Phillip Huston, Jane Walsh, George Irving, Jimmy Conlin, Frank M. Thomas, Diana Gibson, Dwight Frye, Billy Gilbert;"A ""high flying"" surgeon learns a few valuable life lessons at the hands of a beautiful nurse.";6.1;240;11;2
tt0028628;La grande cittÃ ;Big City;1937;9/03/1937;Drama;80;USA;English;Frank Borzage, George B. Seitz;Dore Schary, Hugo Butler;Metro-Goldwyn-Mayer (MGM);Luise Rainer, Spencer Tracy, Charley Grapewin, Janet Beecher, Eddie Quillan, Victor Varconi, Oscar O'Shea, Helen Troy, William Demarest, John Arledge, Irving Bacon, Guinn 'Big Boy' Williams, Regis Toomey, Edgar Dearing, Paul Harvey;To avoid a taxi war, city officials blame a gang bombing on driver Joe Benton's wife Anna and put her on a ship to deport her. The mayor is speaker at a boxers' banquet where Joe pleads for...;6.5;480;17;4
tt0028679;Call It a Day;Call It a Day;1937;4/17/1937;Comedy;90;USA;English;Archie Mayo;Casey Robinson, Dodie Smith;Cosmopolitan Productions;Olivia de Havilland, Ian Hunter, Anita Louise, Alice Brady, Roland Young, Frieda Inescort, Bonita Granville, Peggy Wood, Marcia Ralston, Walter Woolf King, Peter Willes, Una O'Connor, Beryl Mercer;The first day of spring has a profound affect on the Hilton family. The father, an accountant, finds himself unable to work, and when he tries to work, he is wooed by an actress whose taxes...;5.9;261;11;2
tt0028758;Dance Charlie Dance;Dance Charlie Dance;1937;8/14/1937;Comedy;64;USA;English;Frank McDonald;Crane Wilbur, William Jacobs;Warner Bros.;Stuart Erwin, Jean Muir, Glenda Farrell, Allen Jenkins, Addison Richards, Mary Treen, Charley Foy, Chester Clute, Collette Lyons, Tommy Wonder, Frank Faylen, Robert Homans, Harvey Clark, Olive Olson, Robert Cauterio;A stage-struck small-towner is tricked in backing a bad straight play, but it turns out to be a unintentional comedy hit. Problems arise, when he is sued for plagiarism.;6.1;107;3;1
tt0028799;Don't Tell the Wife;Don't Tell the Wife;1937;3/05/1937;Comedy;62;USA;English;Christy Cabanne;George Holland, Nat Perrin;RKO Radio Pictures;Guy Kibbee, Una Merkel, Lynne Overman, Thurston Hall, Guinn 'Big Boy' Williams, Frank M. Thomas, William Demarest, Lucille Ball, Harry Tyler, George Irving, Bradley Page, Si Jenks;A seasoned con artist and his associates discover that their scheme to get rich by selling stock in a worthless gold mine is fraught with obstacles.;6;174;7;5
tt0028808;La miniera maledetta;Draegerman Courage;1937;5/15/1937;Drama;58;USA;English;Louis King;Anthony Coldeway;Warner Bros.;Jean Muir, Barton MacLane, Henry O'Neill, Robert Barrat, Addison Richards, Helen MacKellar, Gordon Oliver, Joseph Crehan, Priscilla Lyon, Walter Miller, Herbert Heywood, Ben Hendricks Jr.;Following a deadly cave-in at a Nova Scotian coal mine, rescue teams attempt to save surviving miners trapped underground before it's too late...;6;148;3;2
tt0028841;Espionage;Espionage;1937;2/26/1937;Drama;67;USA;French, English;Kurt Neumann;Walter C. Hackett, Leonard Lee;Metro-Goldwyn-Mayer (MGM);Edmund Lowe, Madge Evans, Paul Lukas, Ketti Gallian, Richard 'Skeets' Gallagher, Frank Reicher, Billy Gilbert, Robert Graves, Leonid Kinskey, Mitchell Lewis, Charles Trowbridge, Barnett Parker, Nita Pike, Juan Torena, George Sorel;Rival reporters pose as honeymooners on a European train to track a munitions magnate.;6.2;130;6;2
tt0028874;First Lady;First Lady;1937;12/04/1937;Comedy;83;USA;English, Russian;Stanley Logan;Rowland Leigh, George S. Kaufman;Warner Bros.;Kay Francis, Preston Foster, Anita Louise, Walter Connolly, Verree Teasdale, Victor Jory, Marjorie Rambeau, Marjorie Gateson, Louise Fazenda, Henry O'Neill, Grant Mitchell, Eric Stanley, Lucile Gleason, Sara Haden, Harry Davenport;As presidential election time approaches in Washington it is the women behind the scenes who seem to be making the decisions.;6.2;389;8;3
tt0028880;L'ultimo volo;Flight from Glory;1937;8/20/1937;Drama;67;USA;English;Lew Landers;David Silverstein, John Twist;RKO Radio Pictures;Chester Morris, Whitney Bourne, Onslow Stevens, Van Heflin, Richard Lane, Paul Guilfoyle, Solly Ward, Douglas Walton, Walter Miller, Rita La Roy, Pasha Khan;This laudable RKO programmer casts Chester Morris as a fearless pilot whose misdeeds have exiled him to a remote flying field in the Andes mountains.;6.5;176;7;3
tt0029028;The House of Secrets;The House of Secrets;1936;10/28/1936;Mystery;70;USA;English;Roland D. Reed;Sydney Horler, John W. Krafft;Chesterfield Motion Pictures Corporation (I);Leslie Fenton, Muriel Evans, Noel Madison, Sidney Blackmer, Morgan Wallace, Holmes Herbert, Ian Maclaren, Jameson Thomas, Syd Saylor, Matty Fain, George Rosener, Matty Kemp;Two men stumble into an old mansion, and get involved with a crazed scientist, torture chambers and sinister medical experiments.;5;292;16;8
